Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
Physical Sciences and Engineering,Mathematics,Logic,Annals of Pure and Applied Logic,2405-8866,01680072,05253,Active,Formerly known as Annals of Mathematical Logic
Physical Sciences and Engineering,Mathematics,Mathematical Physics,Journal of Geometry and Physics,2405-8963,03930440,05201,Active,
Physical Sciences and Engineering,Mathematics,Mathematical Physics,Nuclear Physics B,2405-8963,05503213,05215,Active,Formerly part of Nuclear Physics
Physical Sciences and Engineering,Mathematics,Mathematical Physics,Physica A: Statistical Mechanics and its Applications,2405-9188,03784371,05220,Active,Formerly part of Physica
Physical Sciences and Engineering,Mathematics,Mathematical Physics,Reports on Mathematical Physics,2405-9595,00344877,00416,Active,
Physical Sciences and Engineering,Mathematics,Mathematics (General),Advances in Mathematics,2405-9854,00018708,12005,Active,
Physical Sciences and Engineering,Mathematics,Mathematics (General),Bulletin des Sciences Mathématiques,2414-6447,00074497,09019,Active,
Physical Sciences and Engineering,Mathematics,Mathematics (General),Examples and Counterexamples,2444-3409,2666657X,30410,Active,
Physical Sciences and Engineering,Mathematics,Mathematics (General),Historia Mathematica,2444-3824,03150860,12047,Active,
Physical Sciences and Engineering,Mathematics,Mathematics (General),Indagationes Mathematicae,2444-3824,00193577,05280,Active,Incorporating Indagationes Mathematicae (Proceedings)
Physical Sciences and Engineering,Mathematics,Mathematics (General),Stochastic Processes and their Applications,2444-877X,03044149,05423,Active,
Physical Sciences and Engineering,Mathematics,Numerical Analysis,Journal of Multivariate Analysis,2451-9456,0047259X,12078,Active,
Physical Sciences and Engineering,Mathematics,Statistics and Probability,Advances in Life Course Research,2451-9596,15694909,05617,Active,
Physical Sciences and Engineering,Mathematics,Statistics and Probability,Econometrics and Statistics,2451-9944,24523062,18306,Active,
Physical Sciences and Engineering,Mathematics,Statistics and Probability,Insurance: Mathematics and Economics,2452-0748,01676687,05376,Active,
Physical Sciences and Engineering,Mathematics,Statistics and Probability,Journal of Econometrics,2452-1094,03044076,06013,Active,
Physical Sciences and Engineering,Mathematics,Statistics and Probability,Social Networks,2452-1779,03788733,05421,Active,
Physical Sciences and Engineering,Mathematics,Statistics and Probability,Statistics & Probability Letters,2452-2139,01677152,05422,Active,
Physical Sciences and Engineering,Physics and Astronomy,Astronomy and Astrophysics,Astroparticle Physics,2452-3151,09276505,05192,Active,
Physical Sciences and Engineering,Physics and Astronomy,Astronomy and Astrophysics,Chinese Astronomy and Astrophysics,2452-3151,02751062,00585,Active,Formerly known as Chinese Astronomy
Physical Sciences and Engineering,Physics and Astronomy,Astronomy and Astrophysics,Fundamental Plasma Physics,2452-3186,27728285,31365,Active,
Physical Sciences and Engineering,Physics and Astronomy,Astronomy and Astrophysics,High Energy Density Physics,2452-3216,15741818,05507,Active,
Physical Sciences and Engineering,Physics and Astronomy,Astronomy and Astrophysics,Journal of High Energy Astrophysics,2452-3364,22144048,18042,Active,
Physical Sciences and Engineering,Physics and Astronomy,Astronomy and Astrophysics,New Astronomy,2452-3364,13841076,05450,Active,
Physical Sciences and Engineering,Physics and Astronomy,Astronomy and Astrophysics,New Astronomy Reviews,2452-3364,13876473,00426,Active,Formerly known as Vistas in Astronomy
Physical Sciences and Engineering,Physics and Astronomy,Astronomy and Astrophysics,Physics of the Dark Universe,2452-414X,22126864,10100,Active,
Physical Sciences and Engineering,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",Chinese Journal of Physics,2467-981X,05779073,18334,Active,
Physical Sciences and Engineering,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",Infrared Physics & Technology,2468-0141,13504495,05198,Active,Formerly known as Infrared Physics
Physical Sciences and Engineering,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",Newton,2468-0451,29506360,31841,Active,
Physical Sciences and Engineering,Physics and Astronomy,Condensed Matter Physics,Current Applied Physics,2468-1709,15671739,05572,Active,
Physical Sciences and Engineering,Physics and Astronomy,Condensed Matter Physics,Journal of Crystal Growth,2468-1717,00220248,05200,Active,
Physical Sciences and Engineering,Physics and Astronomy,Condensed Matter Physics,Journal of Magnetism and Magnetic Materials,2468-2039,03048853,05203,Active,
Physical Sciences and Engineering,Physics and Astronomy,Condensed Matter Physics,Physica B: Condensed Matter,2468-2659,09214526,05222,Active,Formerly part of Physica B+C
Physical Sciences and Engineering,Physics and Astronomy,Condensed Matter Physics,Physica C: Superconductivity and its Applications,2468-2667,09214534,05223,Active,Formerly part of Physica B+C
Physical Sciences and Engineering,Physics and Astronomy,Condensed Matter Physics,Reviews in Physics,2468-4511,24054283,18171,Active,
Physical Sciences and Engineering,Physics and Astronomy,Instrumentation,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",2468-6018,01689002,05211,Active,Formerly part of Nuclear Instruments and Methods in Physics Research
Physical Sciences and Engineering,Physics and Astronomy,Nuclear and High Energy Physics,Atomic Data and Nuclear Data Tables,2468-6441,0092640X,12004,Active,
Physical Sciences and Engineering,Physics and Astronomy,Nuclear and High Energy Physics,Journal of Subatomic Particles and Cosmology,2468-6964,30504805,31969,Active,
Physical Sciences and Engineering,Physics and Astronomy,Nuclear and High Energy Physics,Nuclear Data Sheets,2468-7499,00903752,12096,Active,Incorporating Nuclear Data Sheets. Section A and Nuclear Data Sheets. Section B
Physical Sciences and Engineering,Physics and Astronomy,Nuclear and High Energy Physics,Nuclear and Particle Physics Proceedings,2468-7847,24056014,05216,Active,Formerly known as Nuclear Physics B Proceeding Supplement
Physical Sciences and Engineering,Physics and Astronomy,Nuclear and High Energy Physics,Nuclear Physics A,2468-7855,03759474,05214,Active,Formerly part of Nuclear Physics
Physical Sciences and Engineering,Physics and Astronomy,Nuclear and High Energy Physics,Physics Letters B,2468-8673,03702693,05237,Active,Formerly part of Physics Letters
Physical Sciences and Engineering,Physics and Astronomy,Nuclear and High Energy Physics,Progress in Particle and Nuclear Physics,2468-8967,01466410,00419,Active,
Physical Sciences and Engineering,Physics and Astronomy,Physics and Astronomy (General),Annals of Physics,2468-9009,00034916,12006,Active,
Physical Sciences and Engineering,Physics and Astronomy,Physics and Astronomy (General),Journal of Computational Physics: X,2514-6645,25900552,18941,Active,
Physical Sciences and Engineering,Physics and Astronomy,Physics and Astronomy (General),Kuwait Journal of Science,2515-8562,23074108,31548,Active,
Physical Sciences and Engineering,Physics and Astronomy,Physics and Astronomy (General),Physics Letters A,2530-0164,03759601,05236,Active,Formerly part of Physics Letters
Physical Sciences and Engineering,Physics and Astronomy,Physics and Astronomy (General),Physics Reports,2530-0644,03701573,05238,Active,Incorporating Computer Physics Reports
Physical Sciences and Engineering,Physics and Astronomy,Physics and Astronomy (General),Results in Physics,2530-299X,22113797,08777,Active,
Physical Sciences and Engineering,Physics and Astronomy,Radiation,Applied Radiation and Isotopes,2531-0437,09698043,00228,Active,Formerly known as International Journal of Radiation Applications and Instrumentation. Part A. Applied Radiation and Isotopes
Physical Sciences and Engineering,Physics and Astronomy,Radiation,Radiation Measurements,2542-4351,13504487,00286,Active,Formerly known as Nuclear Tracks and Radiation Measurements
Physical Sciences and Engineering,Physics and Astronomy,Radiation,Radiation Physics and Chemistry,2542-4513,0969806X,00331,Active,Formerly known as International Journal of Radiation Applications and Instrumentation. Part C. Radiation Physics and Chemistry
Physical Sciences and Engineering,Physics and Astronomy,Statistical and Nonlinear Physics,"Chaos, Solitons & Fractals",2542-5048,09600779,00967,Active,
Physical Sciences and Engineering,Physics and Astronomy,Surfaces and Interfaces,Applied Surface Science Advances,2543-1064,26665239,30346,Active,
Physical Sciences and Engineering,Physics and Astronomy,Surfaces and Interfaces,Hybrid Advances,2577-4441,2773207X,31460,Active,
Social Sciences and Humanities,Arts and Humanities,Arts and Humanities (General),Ampersand,2588-9311,22150390,10185,Active,
Social Sciences and Humanities,Arts and Humanities,Arts and Humanities (General),Perspectives in Architecture and Urbanism,2589-0042,29502675,31696,Active,
Social Sciences and Humanities,Arts and Humanities,Arts and Humanities (General),Poetics,2589-0042,0304422X,05305,Active,
Social Sciences and Humanities,Arts and Humanities,History,L'Anthropologie,2589-1529,00035521,09087,Active,
Social Sciences and Humanities,Arts and Humanities,History,Archaeological Research in Asia,2589-2088,23522267,18065,Active,
Social Sciences and Humanities,Arts and Humanities,History,Endeavour,2589-2088,01609327,00574,Active,
Social Sciences and Humanities,Arts and Humanities,History,Explorations in Economic History,2589-238X,00144983,12029,Active,
Social Sciences and Humanities,Arts and Humanities,History,Journal of Anthropological Archaeology,2589-4196,02784165,12050,Active,
Social Sciences and Humanities,Arts and Humanities,History,Journal of Archaeological Science: Reports,2589-420X,2352409X,18080,Active,
Social Sciences and Humanities,Arts and Humanities,History,Journal of Historical Geography,2589-4714,03057488,12647,Active,
Social Sciences and Humanities,Arts and Humanities,History,Political Geography,2589-5370,09626298,03077,Active,Formerly known as Political Geography Quarterly
Social Sciences and Humanities,Arts and Humanities,History,Political Geography Open Research,2589-5540,27729990,31406,Active,
Social Sciences and Humanities,Arts and Humanities,History,Studies in History and Philosophy of Science,2589-5540,00393681,00154,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,Assessing Writing,2589-7217,10752935,07449,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,Computers and Composition,2589-7578,87554615,07452,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,"Discourse, Context & Media",2589-7578,22116958,12970,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,English for Specific Purposes,2589-7578,08894906,00682,Active,Formerly known as The ESP Journal
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,Journal of English for Academic Purposes,2589-7780,14751585,03015,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,Journal of Phonetics,2589-7918,00954470,12626,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,Journal of Pragmatics,2589-8116,03782166,05291,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,Journal of Second Language Writing,2589-8116,10603743,07458,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,Language & Communication,2589-8450,02715309,00616,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,Language Sciences,2589-8701,03880001,00867,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,Lingua,2589-9090,00243841,05295,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,Linguistics and Education,2589-9147,08985898,07460,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,Russian Literature,2589-9155,03043479,05418,Active,
Social Sciences and Humanities,Arts and Humanities,Language and Linguistics,System,2589-9368,0346251X,00335,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,"Accounting, Organizations and Society",2589-9651,03613682,00486,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,Advances in Accounting,2589-9791,08826110,05609,Active,Incorporating Advances in International Accounting
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,The British Accounting Review,2589-9864,08908389,12663,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,China Journal of Accounting Research,2589-9864,17553091,08769,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,Critical Perspectives on Accounting,2590-0056,10452354,12681,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,International Journal of Accounting Information Systems,2590-0064,14670895,07464,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,Journal of Accounting and Economics,2590-0072,01654101,05384,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,Journal of Accounting Education,2590-0072,07485751,00840,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,Journal of Accounting and Public Policy,2590-0188,02784254,07675,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,Journal of Engineering and Technology Management,2590-0285,09234748,05392,Active,Formerly known as Engineering Management International
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,Journal of Financial Economics,2590-0285,0304405X,06015,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,"Journal of International Accounting, Auditing and Taxation",2590-0307,10619518,07424,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Accounting,Management Accounting Research,2590-0307,10445005,12677,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Business Horizons,2590-0412,00076813,07402,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Digital Business,2590-048X,26669544,31030,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Emerging Markets Review,2590-048X,15660141,05556,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,European Management Journal,2590-048X,02632373,00115,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Futures,2590-0498,00163287,03034,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Global Finance Journal,2590-0498,10440283,07407,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,IIMB Management Review,2590-0498,09703896,12768,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,International Business Review,2590-051X,09695931,00133,Active,Formerly known as Scandinavian International Business Review
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,International Journal of Forecasting,2590-0536,01692070,05378,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,International Journal of Intercultural Relations,2590-0536,01471767,00535,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Business Research,2590-0560,01482963,07687,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Business Venturing,2590-0560,08839026,07688,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Business Venturing Design,2590-0560,26672774,31157,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Business Venturing Insights,2590-0560,23526734,18760,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Co-operative Organization and Management,2590-0595,2213297X,10136,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Corporate Finance,2590-0617,09291199,05387,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Family Business Strategy,2590-0617,18778585,05629,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of International Management,2590-0617,10754253,07684,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Management Science and Engineering,2590-0862,20962320,18438,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,"Journal of Open Innovation: Technology, Market, and Complexity",2590-0889,21998531,31515,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Purchasing and Supply Management,2590-0897,14784092,03028,Active,Formerly known as European Journal of Purchasing & Supply Management
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of World Business,2590-0935,10909516,07432,Active,Formerly known as The Columbia Journal of World Business
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,The Leadership Quarterly,2590-0935,10489843,07433,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Long Range Planning,2590-0935,00246301,00358,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Project Leadership and Society,2590-0978,26667215,30427,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Research in International Business and Finance,2590-0978,02755319,08552,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Research Policy,2590-0978,00487333,05415,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Research in Transportation Business & Management,2590-0986,22105395,12904,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Technological Forecasting and Social Change,2590-0986,00401625,07771,Active,Formerly known as Technological Forecasting
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Technology in Society,2590-1095,0160791X,00384,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Technovation,2590-1125,01664972,02109,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Transportation Research Part E: Logistics and Transportation Review,2590-1133,13665545,01012,Active,
Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Asia Pacific Management Review,2590-1168,10293132,18163,Active,
Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Government Information Quarterly,2590-1230,0740624X,07408,Active,Incorporating Journal of Government Information
Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",The International Journal of Management Education,2590-1249,14728117,17001,Active,
Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Journal of Contemporary Accounting & Economics,2590-1346,18155669,05627,Active,
Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Journal of Destination Marketing & Management,2590-1346,2212571X,08806,Active,
Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)","Journal of Hospitality, Leisure, Sport & Tourism Education",2590-1362,14738376,12989,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Data and Information Management,2590-1427,25439251,31435,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,International Journal of Information Management,2590-1524,02684012,03046,Active,Formerly known as Social Science Information Studies
Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,European Research on Management and Business Economics,2590-1710,24448834,15976,Active,Formerly  known as Investigaciones Europeas de Dirección y Economía de la Empresa
Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Information Economics and Policy,2590-1826,01676245,05375,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,International Journal of Innovation Studies,2590-1834,20962487,18405,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Invention Disclosure,2590-1885,27724441,31249,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,The Journal of High Technology Management Research,2590-2075,10478310,07423,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Journal of Innovation & Knowledge,2590-2075,2444569X,16414,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Annals of Tourism Research Empirical Insights,2590-2504,26669579,31042,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Industrial Marketing Management,2590-2628,00198501,07663,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Marketing,International Journal of Research in Marketing,2590-2792,01678116,05381,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Journal of Choice Modelling,2590-2792,17555345,18020,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Journal of Economic Psychology,2590-2806,01674870,05289,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Journal of Retailing,2590-289X,00224359,07427,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Journal of Retailing and Consumer Services,2590-2903,09696989,03058,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Public Relations Review,2590-2903,03638111,07437,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,Human Resource Management Review,2603-9249,10534822,07410,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,Journal of Vocational Behavior,2665-9069,00018791,12086,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,Organizational Behavior and Human Decision Processes,2665-9107,07495978,12100,Active,Formerly known as Organizational Behavior and Human Performance
Social Sciences and Humanities,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,Organizational Dynamics,2665-9174,00902616,07753,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,Research in Organizational Behavior,2665-9174,01913085,12702,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Strategy and Management,International Journal of Hospitality Management,2666-0164,02784319,00659,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Strategy and Management,Journal of Air Transport Management,2666-027X,09696997,03050,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Strategy and Management,Journal of Economics and Business,2666-0326,01486195,07699,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Strategy and Management,Journal of Financial Intermediation,2666-0326,10429573,12069,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Strategy and Management,Omega,2666-0520,03050483,00375,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Strategy and Management,Scandinavian Journal of Management,2666-0865,09565221,00872,Active,Formerly known as Scandinavian Journal of Management Studies
Social Sciences and Humanities,"Business, Management and Accounting",Strategy and Management,Socio-Economic Planning Sciences,2666-1020,00380121,00317,Active,
Social Sciences and Humanities,"Business, Management and Accounting",Strategy and Management,Tourism Management,2666-1233,02615177,03084,Active,Formerly known as International Journal of Tourism Management
Social Sciences and Humanities,"Business, Management and Accounting","Tourism, Leisure and Hospitality Management",Annals of Tourism Research,2666-1233,01607383,00689,Active,
Social Sciences and Humanities,"Business, Management and Accounting","Tourism, Leisure and Hospitality Management",Cities,2666-1381,02642751,03008,Active,
Social Sciences and Humanities,"Business, Management and Accounting","Tourism, Leisure and Hospitality Management",Journal of Hospitality and Tourism Management,2666-1497,14476770,17004,Active,
Social Sciences and Humanities,"Business, Management and Accounting","Tourism, Leisure and Hospitality Management",Tourism Management Perspectives,2666-1683,22119736,12984,Active,
Social Sciences and Humanities,Decision Sciences,Decision Sciences (General),Journal of Public Transportation,2666-2469,1077291X,31412,Active,
Social Sciences and Humanities,Decision Sciences,Decision Sciences (General),Multimodal Transportation,2666-2477,27725863,31274,Active,
Social Sciences and Humanities,Decision Sciences,Decision Sciences (General),New Techno-Humanities,2666-2485,26643294,31177,Active,
Social Sciences and Humanities,Decision Sciences,Decision Sciences (General),Social Sciences & Humanities Open,2666-2507,25902911,30119,Active,
Social Sciences and Humanities,Decision Sciences,Decision Sciences (General),Sustainability Analytics and Modeling,2666-2604,26672596,31153,Active,
Social Sciences and Humanities,Decision Sciences,Decision Sciences (General),Sustainable Manufacturing and Service Economics,2666-2604,26673444,31176,Active,
Social Sciences and Humanities,Decision Sciences,Information Systems and Management,EURO Journal on Transportation and Logistics,2666-285X,21924376,30335,Active,
Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Sustainable Futures,2666-4968,26661888,30238,Active,
Social Sciences and Humanities,Decision Sciences,Management Science and Operations Research,Transportation Research Part B: Methodological,2666-4984,01912615,00548,Active,Formerly part of Transportation Research
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Borsa Istanbul Review,2666-5441,22148450,08835,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,China Economic Quarterly International,2666-5468,26669331,31027,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,China Economic Review,2666-5468,1043951X,07403,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,"City, Culture and Society",2666-5468,18779166,05635,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Economic Analysis and Policy,2666-5492,03135926,17037,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Economic Modelling,2666-5492,02649993,03023,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Economic Systems,2666-5514,09393625,05568,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Economics of Education Review,2666-5549,02727757,00743,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Economics Letters,2666-5549,01651765,06007,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Economics of Transportation,2666-5557,22120122,12990,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,European Economic Review,2666-5603,00142921,05368,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,European Journal of Political Economy,2666-5603,01762680,05370,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Finance Research Letters,2666-5662,15446123,13350,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Games and Economic Behavior,2666-5719,08998256,12040,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Geoforum,2666-5719,00167185,00344,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,International Journal of Industrial Organization,2666-5921,01677187,05379,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,International Review of Economics Education,2666-6022,14773880,10172,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,International Review of Economics & Finance,2666-6030,10590560,07415,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,International Review of Financial Analysis,2666-6030,10575219,07416,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,International Review of Law and Economics,2666-6030,01448188,07673,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Japan and the World Economy,2666-6219,09221425,05383,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Asian Economics,2666-6294,10490078,07421,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Banking & Finance,2666-6340,03784266,05385,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Behavioral and Experimental Economics,2666-6367,22148043,07430,Active,Formerly known as The Journal of Socio-Economics
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Comparative Economics,2666-6367,01475967,12055,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Development Economics,2666-6367,03043878,05388,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,The Journal of Economic Asymmetries,2666-6391,17034949,10157,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Economic Behavior & Organization,2666-6391,01672681,05389,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Economic Theory,2666-6510,00220531,12066,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,The Journal of the Economics of Ageing,2666-6510,2212828X,08816,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Empirical Finance,2666-657X,09275398,05391,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Environmental Economics and Management,2666-6596,00950696,12064,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Financial Markets,2666-660X,13864181,05456,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Government and Economics,2666-660X,26673193,31170,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Housing Economics,2666-6685,10511377,12070,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of International Economics,2666-6758,00221996,05395,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,"Journal of International Financial Markets, Institutions and Money",2666-6758,10424431,05442,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of International Money and Finance,2666-6758,02615606,03055,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of the Japanese and International Economies,2666-6758,08891583,12072,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Macroeconomics,2666-6758,01640704,05470,Active,
